product,date,city,sales
Oven Toaster Grill,07-01-2017,Chennai,146027
Oven Toaster Grill,08-01-2017,Chennai,152385
Oven Toaster Grill,09-01-2017,Chennai,194853
Oven Toaster Grill,10-01-2017,Chennai,258113
Oven Toaster Grill,11-01-2017,Chennai,65882
Oven Toaster Grill,12-01-2017,Chennai,225287
Oven Toaster Grill,01-01-2018,Chennai,182991
Oven Toaster Grill,02-01-2018,Chennai,89125
Oven Toaster Grill,03-01-2018,Chennai,115433
Steam Iron,04-01-2014,Chennai,156034
Steam Iron,05-01-2014,Chennai,225059
Steam Iron,06-01-2014,Chennai,170786
Steam Iron,07-01-2014,Chennai,215689
Steam Iron,08-01-2014,Chennai,228927
Steam Iron,09-01-2014,Chennai,272370
Steam Iron,10-01-2014,Chennai,252258
Steam Iron,11-01-2014,Chennai,127230
Steam Iron,12-01-2014,Chennai,240624
Steam Iron,01-01-2015,Chennai,235503
Steam Iron,02-01-2015,Chennai,190832
Steam Iron,03-01-2015,Chennai,293731
Steam Iron,04-01-2015,Chennai,183783
Steam Iron,05-01-2015,Chennai,219311
Steam Iron,06-01-2015,Chennai,122612
Steam Iron,07-01-2015,Chennai,199608
Steam Iron,08-01-2015,Chennai,188010
Steam Iron,09-01-2015,Chennai,192892
Steam Iron,10-01-2015,Chennai,274646
Steam Iron,11-01-2015,Chennai,148960
Steam Iron,12-01-2015,Chennai,218038
Steam Iron,01-01-2016,Chennai,163704
Steam Iron,02-01-2016,Chennai,165634
Steam Iron,03-01-2016,Chennai,309406
Steam Iron,04-01-2016,Chennai,229464
Steam Iron,05-01-2016,Chennai,140614
Steam Iron,06-01-2016,Chennai,79330
Steam Iron,07-01-2016,Chennai,148936
Steam Iron,08-01-2016,Chennai,160507
Steam Iron,09-01-2016,Chennai,204481
Steam Iron,10-01-2016,Chennai,208123
Steam Iron,11-01-2016,Chennai,87884
Steam Iron,12-01-2016,Chennai,116258
Steam Iron,01-01-2017,Chennai,157052
Steam Iron,02-01-2017,Chennai,145487
Steam Iron,03-01-2017,Chennai,226459
Steam Iron,04-01-2017,Chennai,127754
Steam Iron,05-01-2017,Chennai,232846
Steam Iron,06-01-2017,Chennai,293511
Steam Iron,07-01-2017,Chennai,360619
Steam Iron,08-01-2017,Chennai,286020
Steam Iron,09-01-2017,Chennai,413243
Steam Iron,10-01-2017,Chennai,409417
Steam Iron,11-01-2017,Chennai,113677
Steam Iron,12-01-2017,Chennai,256720
Steam Iron,01-01-2018,Chennai,237682
Steam Iron,02-01-2018,Chennai,151878
Steam Iron,03-01-2018,Chennai,226737
SECF,04-01-2014,Chennai,10867
SECF,05-01-2014,Chennai,15674
SECF,06-01-2014,Chennai,11894
SECF,07-01-2014,Chennai,15022
SECF,08-01-2014,Chennai,15944
SECF,09-01-2014,Chennai,18969
SECF,10-01-2014,Chennai,17569
SECF,11-01-2014,Chennai,8861
SECF,12-01-2014,Chennai,16758
SECF,01-01-2015,Chennai,16402
SECF,02-01-2015,Chennai,13291
SECF,03-01-2015,Chennai,20457
SECF,04-01-2015,Chennai,55406
SECF,05-01-2015,Chennai,66117
SECF,06-01-2015,Chennai,36964
SECF,07-01-2015,Chennai,60177
SECF,08-01-2015,Chennai,56680
SECF,09-01-2015,Chennai,58152
SECF,10-01-2015,Chennai,82799
SECF,11-01-2015,Chennai,44908
SECF,12-01-2015,Chennai,65733
SECF,01-01-2016,Chennai,49352
SECF,02-01-2016,Chennai,49934
SECF,03-01-2016,Chennai,93278
SECF,04-01-2016,Chennai,250460
SECF,05-01-2016,Chennai,153480
SECF,06-01-2016,Chennai,86589
SECF,07-01-2016,Chennai,162563
SECF,08-01-2016,Chennai,175193
SECF,09-01-2016,Chennai,223191
SECF,10-01-2016,Chennai,227167
SECF,11-01-2016,Chennai,95925
SECF,12-01-2016,Chennai,126896
SECF,01-01-2017,Chennai,171423
SECF,02-01-2017,Chennai,158800
SECF,03-01-2017,Chennai,247180
SECF,04-01-2017,Chennai,459253
SECF,05-01-2017,Chennai,778458
SECF,06-01-2017,Chennai,86125
SECF,07-01-2017,Chennai,104858
SECF,08-01-2017,Chennai,164603
SECF,09-01-2017,Chennai,237962
SECF,10-01-2017,Chennai,198531
SECF,11-01-2017,Chennai,79758
SECF,12-01-2017,Chennai,101808
SECF,01-01-2018,Chennai,105377
SECF,02-01-2018,Chennai,430735
SECF,03-01-2018,Chennai,493743
Mixers,04-01-2014,Cochin,891429
Mixers,05-01-2014,Cochin,1285771
Mixers,06-01-2014,Cochin,975706
Mixers,07-01-2014,Cochin,1232239
Mixers,08-01-2014,Cochin,1307868
Mixers,09-01-2014,Cochin,1556058
Mixers,10-01-2014,Cochin,1441160
Mixers,11-01-2014,Cochin,726868
Mixers,12-01-2014,Cochin,1374691
Mixers,01-01-2015,Cochin,1345438
Mixers,02-01-2015,Cochin,1090232
Mixers,03-01-2015,Cochin,1678092
Mixers,04-01-2015,Cochin,1199031
Mixers,05-01-2015,Cochin,1430826
Mixers,06-01-2015,Cochin,799944
Mixers,07-01-2015,Cochin,1302279
Mixers,08-01-2015,Cochin,1226613
Mixers,09-01-2015,Cochin,1258463
Mixers,10-01-2015,Cochin,1791841
Mixers,11-01-2015,Cochin,971843
Mixers,12-01-2015,Cochin,1422517
Mixers,01-01-2016,Cochin,1068035
Mixers,02-01-2016,Cochin,1080626
Mixers,03-01-2016,Cochin,2018617
Mixers,04-01-2016,Cochin,2119194
Mixers,05-01-2016,Cochin,1298627
Mixers,06-01-2016,Cochin,732648
Mixers,07-01-2016,Cochin,1375481
Mixers,08-01-2016,Cochin,1482344
Mixers,09-01-2016,Cochin,1888464
Mixers,10-01-2016,Cochin,1922106
Mixers,11-01-2016,Cochin,811644
Mixers,12-01-2016,Cochin,1073693
Mixers,01-01-2017,Cochin,1450442
Mixers,02-01-2017,Cochin,1343634
Mixers,03-01-2017,Cochin,2091437
Mixers,04-01-2017,Cochin,653917
Mixers,05-01-2017,Cochin,1285351
Mixers,06-01-2017,Cochin,1091349
Mixers,07-01-2017,Cochin,1658675
Mixers,08-01-2017,Cochin,1958635
Mixers,09-01-2017,Cochin,2190746
Mixers,10-01-2017,Cochin,2337188
Mixers,11-01-2017,Cochin,780755
Mixers,12-01-2017,Cochin,1295533
Mixers,01-01-2018,Cochin,1883500
Mixers,02-01-2018,Cochin,705221
Mixers,03-01-2018,Cochin,1165636
FoodProcessor,04-01-2014,Cochin,41140
FoodProcessor,05-01-2014,Cochin,59340
FoodProcessor,06-01-2014,Cochin,45030
FoodProcessor,07-01-2014,Cochin,56869
FoodProcessor,08-01-2014,Cochin,60359
FoodProcessor,09-01-2014,Cochin,71814
FoodProcessor,10-01-2014,Cochin,66511
FoodProcessor,11-01-2014,Cochin,33546
FoodProcessor,12-01-2014,Cochin,63443
FoodProcessor,01-01-2015,Cochin,62093
FoodProcessor,02-01-2015,Cochin,50315
FoodProcessor,03-01-2015,Cochin,77446
FoodProcessor,04-01-2015,Cochin,52824
FoodProcessor,05-01-2015,Cochin,63036
FoodProcessor,06-01-2015,Cochin,35242
FoodProcessor,07-01-2015,Cochin,57372
FoodProcessor,08-01-2015,Cochin,54039
FoodProcessor,09-01-2015,Cochin,55442
FoodProcessor,10-01-2015,Cochin,78940
FoodProcessor,11-01-2015,Cochin,42815
FoodProcessor,12-01-2015,Cochin,62670
FoodProcessor,01-01-2016,Cochin,47053
FoodProcessor,02-01-2016,Cochin,47607
FoodProcessor,03-01-2016,Cochin,88931
FoodProcessor,04-01-2016,Cochin,38888
FoodProcessor,05-01-2016,Cochin,23830
FoodProcessor,06-01-2016,Cochin,13444
FoodProcessor,07-01-2016,Cochin,25241
FoodProcessor,08-01-2016,Cochin,27201
FoodProcessor,09-01-2016,Cochin,34654
FoodProcessor,10-01-2016,Cochin,35271
FoodProcessor,11-01-2016,Cochin,14894
FoodProcessor,12-01-2016,Cochin,19703
FoodProcessor,01-01-2017,Cochin,26616
FoodProcessor,02-01-2017,Cochin,24656
FoodProcessor,03-01-2017,Cochin,38379
FoodProcessor,04-01-2017,Cochin,43635
FoodProcessor,05-01-2017,Cochin,101874
FoodProcessor,06-01-2017,Cochin,81736
FoodProcessor,07-01-2017,Cochin,91570
FoodProcessor,08-01-2017,Cochin,94337
FoodProcessor,09-01-2017,Cochin,103757
FoodProcessor,10-01-2017,Cochin,81193
FoodProcessor,11-01-2017,Cochin,38336
FoodProcessor,12-01-2017,Cochin,41170
FoodProcessor,01-01-2018,Cochin,63358
FoodProcessor,02-01-2018,Cochin,45256
FoodProcessor,03-01-2018,Cochin,63521
Induction cookers,04-01-2014,Cochin,142666
Induction cookers,05-01-2014,Cochin,205777
Induction cookers,06-01-2014,Cochin,156154
Induction cookers,07-01-2014,Cochin,197210
Induction cookers,08-01-2014,Cochin,209313
Induction cookers,09-01-2014,Cochin,249034
Induction cookers,10-01-2014,Cochin,230646
Induction cookers,11-01-2014,Cochin,116329
Induction cookers,12-01-2014,Cochin,220008
Induction cookers,01-01-2015,Cochin,215326
Induction cookers,02-01-2015,Cochin,174483
Induction cookers,03-01-2015,Cochin,268565
Induction cookers,04-01-2015,Cochin,143175
Induction cookers,05-01-2015,Cochin,170853
Induction cookers,06-01-2015,Cochin,95520
Induction cookers,07-01-2015,Cochin,155504
Induction cookers,08-01-2015,Cochin,146468
Induction cookers,09-01-2015,Cochin,150272
Induction cookers,10-01-2015,Cochin,213962
Induction cookers,11-01-2015,Cochin,116047
Induction cookers,12-01-2015,Cochin,169861
Induction cookers,01-01-2016,Cochin,127533
Induction cookers,02-01-2016,Cochin,129036
Induction cookers,03-01-2016,Cochin,241041
Induction cookers,04-01-2016,Cochin,111791
Induction cookers,05-01-2016,Cochin,68505
Induction cookers,06-01-2016,Cochin,38648
Induction cookers,07-01-2016,Cochin,72559
Induction cookers,08-01-2016,Cochin,78196
Induction cookers,09-01-2016,Cochin,99619
Induction cookers,10-01-2016,Cochin,101394
Induction cookers,11-01-2016,Cochin,42815
Induction cookers,12-01-2016,Cochin,56639
Induction cookers,01-01-2017,Cochin,76513
Induction cookers,02-01-2017,Cochin,70879
Induction cookers,03-01-2017,Cochin,110327
Induction cookers,04-01-2017,Cochin,101771
Induction cookers,05-01-2017,Cochin,159286
Induction cookers,06-01-2017,Cochin,139991
Induction cookers,07-01-2017,Cochin,248933
Induction cookers,08-01-2017,Cochin,217031
Induction cookers,09-01-2017,Cochin,260141
Induction cookers,10-01-2017,Cochin,287176
Induction cookers,11-01-2017,Cochin,133793
Induction cookers,12-01-2017,Cochin,193590
Induction cookers,01-01-2018,Cochin,176832
Induction cookers,02-01-2018,Cochin,134713
Induction cookers,03-01-2018,Cochin,181353
Gas Stove,04-01-2014,Cochin,264800
Gas Stove,05-01-2014,Cochin,381940
Gas Stove,06-01-2014,Cochin,289835
Gas Stove,07-01-2014,Cochin,366039
Gas Stove,08-01-2014,Cochin,388504
Gas Stove,09-01-2014,Cochin,462230
Gas Stove,10-01-2014,Cochin,428099
Gas Stove,11-01-2014,Cochin,215917
Gas Stove,12-01-2014,Cochin,408354
Gas Stove,01-01-2015,Cochin,399665
Gas Stove,02-01-2015,Cochin,323855
Gas Stove,03-01-2015,Cochin,498480
Gas Stove,04-01-2015,Cochin,626469
Gas Stove,05-01-2015,Cochin,747578
Gas Stove,06-01-2015,Cochin,417955
Gas Stove,07-01-2015,Cochin,680414
Gas Stove,08-01-2015,Cochin,640881
Gas Stove,09-01-2015,Cochin,657521
Gas Stove,10-01-2015,Cochin,936201
Gas Stove,11-01-2015,Cochin,507768
Gas Stove,12-01-2015,Cochin,743236
Gas Stove,01-01-2016,Cochin,558027
Gas Stove,02-01-2016,Cochin,564605
Gas Stove,03-01-2016,Cochin,1054687
Gas Stove,04-01-2016,Cochin,1141390
Gas Stove,05-01-2016,Cochin,699436
Gas Stove,06-01-2016,Cochin,394601
Gas Stove,07-01-2016,Cochin,740829
Gas Stove,08-01-2016,Cochin,798385
Gas Stove,09-01-2016,Cochin,1017119
Gas Stove,10-01-2016,Cochin,1035239
Gas Stove,11-01-2016,Cochin,437148
Gas Stove,12-01-2016,Cochin,578287
Gas Stove,01-01-2017,Cochin,781202
Gas Stove,02-01-2017,Cochin,723676
Gas Stove,03-01-2017,Cochin,1126440
Gas Stove,04-01-2017,Cochin,210110
Gas Stove,05-01-2017,Cochin,583424
Gas Stove,06-01-2017,Cochin,790577
Gas Stove,07-01-2017,Cochin,1232242
Gas Stove,08-01-2017,Cochin,1806096
Gas Stove,09-01-2017,Cochin,1196164
Gas Stove,10-01-2017,Cochin,902737
Gas Stove,11-01-2017,Cochin,621284
Gas Stove,12-01-2017,Cochin,861733
Gas Stove,01-01-2018,Cochin,1217670
Gas Stove,02-01-2018,Cochin,590251
Gas Stove,03-01-2018,Cochin,445639
Oven Toaster Grill,04-01-2014,Cochin,58233
Oven Toaster Grill,05-01-2014,Cochin,83993
Oven Toaster Grill,06-01-2014,Cochin,63738
Oven Toaster Grill,07-01-2014,Cochin,80496
Oven Toaster Grill,08-01-2014,Cochin,85437
Oven Toaster Grill,09-01-2014,Cochin,101650
Oven Toaster Grill,10-01-2014,Cochin,94144
Oven Toaster Grill,11-01-2014,Cochin,47483
Oven Toaster Grill,12-01-2014,Cochin,89802
Oven Toaster Grill,01-01-2015,Cochin,87891
Oven Toaster Grill,02-01-2015,Cochin,71220
Oven Toaster Grill,03-01-2015,Cochin,109622
Oven Toaster Grill,04-01-2015,Cochin,129500
Oven Toaster Grill,05-01-2015,Cochin,154534
Oven Toaster Grill,06-01-2015,Cochin,86397
Oven Toaster Grill,07-01-2015,Cochin,140651
Oven Toaster Grill,08-01-2015,Cochin,132479
Oven Toaster Grill,09-01-2015,Cochin,135919
Oven Toaster Grill,10-01-2015,Cochin,193525
Oven Toaster Grill,11-01-2015,Cochin,104963
Oven Toaster Grill,12-01-2015,Cochin,153637
Oven Toaster Grill,01-01-2016,Cochin,115352
Oven Toaster Grill,02-01-2016,Cochin,116711
Oven Toaster Grill,03-01-2016,Cochin,218018
Oven Toaster Grill,04-01-2016,Cochin,424358
Oven Toaster Grill,05-01-2016,Cochin,260043
Oven Toaster Grill,06-01-2016,Cochin,146709
Oven Toaster Grill,07-01-2016,Cochin,275433
Oven Toaster Grill,08-01-2016,Cochin,296832
Oven Toaster Grill,09-01-2016,Cochin,378155
Oven Toaster Grill,10-01-2016,Cochin,384892
Oven Toaster Grill,11-01-2016,Cochin,162528
Oven Toaster Grill,12-01-2016,Cochin,215002
Oven Toaster Grill,01-01-2017,Cochin,290444
Oven Toaster Grill,02-01-2017,Cochin,269056
Oven Toaster Grill,03-01-2017,Cochin,418800
Oven Toaster Grill,04-01-2017,Cochin,88527
Oven Toaster Grill,05-01-2017,Cochin,350184
Oven Toaster Grill,06-01-2017,Cochin,265504
Oven Toaster Grill,07-01-2017,Cochin,289447
Oven Toaster Grill,08-01-2017,Cochin,302050
Oven Toaster Grill,09-01-2017,Cochin,386227
Oven Toaster Grill,10-01-2017,Cochin,511619
Oven Toaster Grill,11-01-2017,Cochin,130587
Oven Toaster Grill,12-01-2017,Cochin,446552
Oven Toaster Grill,01-01-2018,Cochin,362715
Oven Toaster Grill,02-01-2018,Cochin,176659
Oven Toaster Grill,03-01-2018,Cochin,228805
Dry Iron,04-01-2014,Cochin,240875
Dry Iron,05-01-2014,Cochin,347431
Dry Iron,06-01-2014,Cochin,263648
Dry Iron,07-01-2014,Cochin,332966
Dry Iron,08-01-2014,Cochin,353402
Dry Iron,09-01-2014,Cochin,420466
Dry Iron,10-01-2014,Cochin,389420
Dry Iron,11-01-2014,Cochin,196409
Dry Iron,12-01-2014,Cochin,371459
Dry Iron,01-01-2015,Cochin,363554
Dry Iron,02-01-2015,Cochin,294594
Dry Iron,03-01-2015,Cochin,453442
Dry Iron,04-01-2015,Cochin,335772
Dry Iron,05-01-2015,Cochin,400683
Dry Iron,06-01-2015,Cochin,224014
Dry Iron,07-01-2015,Cochin,364686
Dry Iron,08-01-2015,Cochin,343496
Dry Iron,09-01-2015,Cochin,352415
Dry Iron,10-01-2015,Cochin,501781
Dry Iron,11-01-2015,Cochin,272152
Dry Iron,12-01-2015,Cochin,398357
Dry Iron,01-01-2016,Cochin,299089
Dry Iron,02-01-2016,Cochin,302615
Dry Iron,03-01-2016,Cochin,565286
Dry Iron,04-01-2016,Cochin,734852
Dry Iron,05-01-2016,Cochin,450312
Dry Iron,06-01-2016,Cochin,254053
Dry Iron,07-01-2016,Cochin,476962
Dry Iron,08-01-2016,Cochin,514018
Dry Iron,09-01-2016,Cochin,654844
Dry Iron,10-01-2016,Cochin,666510
Dry Iron,11-01-2016,Cochin,281446
Dry Iron,12-01-2016,Cochin,372314
Dry Iron,01-01-2017,Cochin,502955
Dry Iron,02-01-2017,Cochin,465919
Dry Iron,03-01-2017,Cochin,725227
Dry Iron,04-01-2017,Cochin,260790
Dry Iron,05-01-2017,Cochin,618834
Dry Iron,06-01-2017,Cochin,702055
Dry Iron,07-01-2017,Cochin,774542
Dry Iron,08-01-2017,Cochin,782688
Dry Iron,09-01-2017,Cochin,1063819
Dry Iron,10-01-2017,Cochin,1310962
Dry Iron,11-01-2017,Cochin,324120
Dry Iron,12-01-2017,Cochin,611976
Dry Iron,01-01-2018,Cochin,651661
Dry Iron,02-01-2018,Cochin,393829
Dry Iron,03-01-2018,Cochin,630309
Steam Iron,04-01-2014,Cochin,84575
Steam Iron,05-01-2014,Cochin,121988
Steam Iron,06-01-2014,Cochin,92570
Steam Iron,07-01-2014,Cochin,116909
Steam Iron,08-01-2014,Cochin,124084
Steam Iron,09-01-2014,Cochin,147632
Steam Iron,10-01-2014,Cochin,136731
Steam Iron,11-01-2014,Cochin,68962
Steam Iron,12-01-2014,Cochin,130424
Steam Iron,01-01-2015,Cochin,127649
Steam Iron,02-01-2015,Cochin,103436
Steam Iron,03-01-2015,Cochin,159210
Steam Iron,04-01-2015,Cochin,99228
Steam Iron,05-01-2015,Cochin,118411
Steam Iron,06-01-2015,Cochin,66201
Steam Iron,07-01-2015,Cochin,107773
Steam Iron,08-01-2015,Cochin,101511
Steam Iron,09-01-2015,Cochin,104146
Steam Iron,10-01-2015,Cochin,148287
Steam Iron,11-01-2015,Cochin,80427
Steam Iron,12-01-2015,Cochin,117723
Steam Iron,01-01-2016,Cochin,88387
Steam Iron,02-01-2016,Cochin,89429
Steam Iron,03-01-2016,Cochin,167054
Steam Iron,04-01-2016,Cochin,204517
Steam Iron,05-01-2016,Cochin,125326
Steam Iron,06-01-2016,Cochin,70706
Steam Iron,07-01-2016,Cochin,132743
Steam Iron,08-01-2016,Cochin,143056
Steam Iron,09-01-2016,Cochin,182250
Steam Iron,10-01-2016,Cochin,185497
Steam Iron,11-01-2016,Cochin,78329
Steam Iron,12-01-2016,Cochin,103619
Steam Iron,01-01-2017,Cochin,139978
Steam Iron,02-01-2017,Cochin,129670
Steam Iron,03-01-2017,Cochin,201838
Steam Iron,04-01-2017,Cochin,92409
Steam Iron,05-01-2017,Cochin,168426
Steam Iron,06-01-2017,Cochin,212308
Steam Iron,07-01-2017,Cochin,260849
Steam Iron,08-01-2017,Cochin,206889
Steam Iron,09-01-2017,Cochin,298914
Steam Iron,10-01-2017,Cochin,296147
Steam Iron,11-01-2017,Cochin,82227
Steam Iron,12-01-2017,Cochin,185695
Steam Iron,01-01-2018,Cochin,171925
Steam Iron,02-01-2018,Cochin,109859
Steam Iron,03-01-2018,Cochin,164008
coolers,04-01-2014,Cochin,3829083
coolers,05-01-2014,Cochin,1207892
coolers,06-01-2014,Cochin,35105
coolers,07-01-2014,Cochin,0
coolers,08-01-2014,Cochin,0
coolers,09-01-2014,Cochin,0
coolers,10-01-2014,Cochin,5198
coolers,11-01-2014,Cochin,28231
coolers,12-01-2014,Cochin,26061
coolers,01-01-2015,Cochin,552307
coolers,02-01-2015,Cochin,3020696
coolers,03-01-2015,Cochin,4507472
coolers,04-01-2015,Cochin,4286659
coolers,05-01-2015,Cochin,1352235
coolers,06-01-2015,Cochin,39300
coolers,07-01-2015,Cochin,0
coolers,08-01-2015,Cochin,0
coolers,09-01-2015,Cochin,0
coolers,10-01-2015,Cochin,5819
coolers,11-01-2015,Cochin,31604
coolers,12-01-2015,Cochin,29176
coolers,01-01-2016,Cochin,618308
coolers,02-01-2016,Cochin,3381670
coolers,03-01-2016,Cochin,5046115
coolers,04-01-2016,Cochin,6422680
coolers,05-01-2016,Cochin,2026047
coolers,06-01-2016,Cochin,58884
coolers,07-01-2016,Cochin,0
coolers,08-01-2016,Cochin,0
coolers,09-01-2016,Cochin,0
coolers,10-01-2016,Cochin,8718
coolers,11-01-2016,Cochin,47353
coolers,12-01-2016,Cochin,43714
coolers,01-01-2017,Cochin,926407
coolers,02-01-2017,Cochin,5066739
coolers,03-01-2017,Cochin,7560570
coolers,04-01-2017,Cochin,7167752
coolers,05-01-2017,Cochin,2261082
coolers,06-01-2017,Cochin,65714
coolers,07-01-2017,Cochin,0
coolers,08-01-2017,Cochin,0
coolers,09-01-2017,Cochin,0
coolers,10-01-2017,Cochin,9730
coolers,11-01-2017,Cochin,52846
coolers,12-01-2017,Cochin,48785
coolers,01-01-2018,Cochin,1033876
coolers,02-01-2018,Cochin,5654514
coolers,03-01-2018,Cochin,8437645
Water Heaters,04-01-2014,Cochin,2863
Water Heaters,05-01-2014,Cochin,33281
Water Heaters,06-01-2014,Cochin,109208
Water Heaters,07-01-2014,Cochin,213207
Water Heaters,08-01-2014,Cochin,176904
Water Heaters,09-01-2014,Cochin,180770
Water Heaters,10-01-2014,Cochin,466047
Water Heaters,11-01-2014,Cochin,381795
Water Heaters,12-01-2014,Cochin,396306
Water Heaters,01-01-2015,Cochin,128797
Water Heaters,02-01-2015,Cochin,35217
Water Heaters,03-01-2015,Cochin,21829
Water Heaters,04-01-2015,Cochin,2638
Water Heaters,05-01-2015,Cochin,30669
Water Heaters,06-01-2015,Cochin,100637
Water Heaters,07-01-2015,Cochin,196474
Water Heaters,08-01-2015,Cochin,163021
Water Heaters,09-01-2015,Cochin,166583
Water Heaters,10-01-2015,Cochin,429471
Water Heaters,11-01-2015,Cochin,351831
Water Heaters,12-01-2015,Cochin,365203
Water Heaters,01-01-2016,Cochin,118689
Water Heaters,02-01-2016,Cochin,32453
Water Heaters,03-01-2016,Cochin,20116
Water Heaters,04-01-2016,Cochin,64175
Water Heaters,05-01-2016,Cochin,746047
Water Heaters,06-01-2016,Cochin,2448070
Water Heaters,07-01-2016,Cochin,4779383
Water Heaters,08-01-2016,Cochin,3965604
Water Heaters,09-01-2016,Cochin,4052254
Water Heaters,10-01-2016,Cochin,10447227
Water Heaters,11-01-2016,Cochin,8558566
Water Heaters,12-01-2016,Cochin,8883863
Water Heaters,01-01-2017,Cochin,2887198
Water Heaters,02-01-2017,Cochin,789454
Water Heaters,03-01-2017,Cochin,489331
Water Heaters,04-01-2017,Cochin,3549
Water Heaters,05-01-2017,Cochin,41261
Water Heaters,06-01-2017,Cochin,135392
Water Heaters,07-01-2017,Cochin,264326
Water Heaters,08-01-2017,Cochin,219320
Water Heaters,09-01-2017,Cochin,224112
Water Heaters,10-01-2017,Cochin,577789
Water Heaters,11-01-2017,Cochin,473336
Water Heaters,12-01-2017,Cochin,491326
Water Heaters,01-01-2018,Cochin,159678
Water Heaters,02-01-2018,Cochin,43661
Water Heaters,03-01-2018,Cochin,27063
SECF,04-01-2014,Cochin,23059
SECF,05-01-2014,Cochin,33259
SECF,06-01-2014,Cochin,25239
SECF,07-01-2014,Cochin,31875
SECF,08-01-2014,Cochin,33831
SECF,09-01-2014,Cochin,40251
SECF,10-01-2014,Cochin,37279
SECF,11-01-2014,Cochin,18802
SECF,12-01-2014,Cochin,35559
SECF,01-01-2015,Cochin,34803
SECF,02-01-2015,Cochin,28201
SECF,03-01-2015,Cochin,43407
SECF,04-01-2015,Cochin,84867
SECF,05-01-2015,Cochin,101273
SECF,06-01-2015,Cochin,56620
SECF,07-01-2015,Cochin,92175
SECF,08-01-2015,Cochin,86819
SECF,09-01-2015,Cochin,89074
SECF,10-01-2015,Cochin,126826
SECF,11-01-2015,Cochin,68787
SECF,12-01-2015,Cochin,100685
SECF,01-01-2016,Cochin,75595
SECF,02-01-2016,Cochin,76486
SECF,03-01-2016,Cochin,142877
SECF,04-01-2016,Cochin,1482266
SECF,05-01-2016,Cochin,908322
SECF,06-01-2016,Cochin,512449
SECF,07-01-2016,Cochin,962078
SECF,08-01-2016,Cochin,1036823
SECF,09-01-2016,Cochin,1320882
SECF,10-01-2016,Cochin,1344413
SECF,11-01-2016,Cochin,567703
SECF,12-01-2016,Cochin,750993
SECF,01-01-2017,Cochin,1014509
SECF,02-01-2017,Cochin,939802
SECF,03-01-2017,Cochin,1462852
SECF,04-01-2017,Cochin,1753219
SECF,05-01-2017,Cochin,2971797
SECF,06-01-2017,Cochin,328787
SECF,07-01-2017,Cochin,400299
SECF,08-01-2017,Cochin,628377
SECF,09-01-2017,Cochin,908430
SECF,10-01-2017,Cochin,757900
SECF,11-01-2017,Cochin,304478
SECF,12-01-2017,Cochin,388655
SECF,01-01-2018,Cochin,402282
SECF,02-01-2018,Cochin,1644347
SECF,03-01-2018,Cochin,1884883
Mixers,04-01-2014,Ahmd,641078
Mixers,05-01-2014,Ahmd,924673
Mixers,06-01-2014,Ahmd,701687
Mixers,07-01-2014,Ahmd,886175
Mixers,08-01-2014,Ahmd,940564
Mixers,09-01-2014,Ahmd,1119052
Mixers,10-01-2014,Ahmd,1036422
Mixers,11-01-2014,Ahmd,522733
Mixers,12-01-2014,Ahmd,988621
Mixers,01-01-2015,Ahmd,967583
Mixers,02-01-2015,Ahmd,784049
Mixers,03-01-2015,Ahmd,1206814
Mixers,04-01-2015,Ahmd,1210816
Mixers,05-01-2015,Ahmd,1444889
Mixers,06-01-2015,Ahmd,807807
Mixers,07-01-2015,Ahmd,1315079
Mixers,08-01-2015,Ahmd,1238669
Mixers,09-01-2015,Ahmd,1270832
Mixers,10-01-2015,Ahmd,1809452
Mixers,11-01-2015,Ahmd,981395
Mixers,12-01-2015,Ahmd,1436498
Mixers,01-01-2016,Ahmd,1078533
Mixers,02-01-2016,Ahmd,1091246
Mixers,03-01-2016,Ahmd,2038457
Mixers,04-01-2016,Ahmd,1819594
Mixers,05-01-2016,Ahmd,1115034
Mixers,06-01-2016,Ahmd,629070
Mixers,07-01-2016,Ahmd,1181023
Mixers,08-01-2016,Ahmd,1272778
Mixers,09-01-2016,Ahmd,1621483
Mixers,10-01-2016,Ahmd,1650369
Mixers,11-01-2016,Ahmd,696898
Mixers,12-01-2016,Ahmd,921900
Mixers,01-01-2017,Ahmd,1245386
Mixers,02-01-2017,Ahmd,1153678
Mixers,03-01-2017,Ahmd,1795761
Mixers,04-01-2017,Ahmd,562690
Mixers,05-01-2017,Ahmd,1106033
Mixers,06-01-2017,Ahmd,939096
Mixers,07-01-2017,Ahmd,1427275
Mixers,08-01-2017,Ahmd,1685388
Mixers,09-01-2017,Ahmd,1885117
Mixers,10-01-2017,Ahmd,2011129
Mixers,11-01-2017,Ahmd,671833
Mixers,12-01-2017,Ahmd,1114795
Mixers,01-01-2018,Ahmd,1620735
Mixers,02-01-2018,Ahmd,606837
Mixers,03-01-2018,Ahmd,1003019
FoodProcessor,04-01-2014,Ahmd,471052
FoodProcessor,05-01-2014,Ahmd,679432
FoodProcessor,06-01-2014,Ahmd,515586
FoodProcessor,07-01-2014,Ahmd,651144
FoodProcessor,08-01-2014,Ahmd,691108
FoodProcessor,09-01-2014,Ahmd,822258
FoodProcessor,10-01-2014,Ahmd,761543
FoodProcessor,11-01-2014,Ahmd,384094
FoodProcessor,12-01-2014,Ahmd,726419
FoodProcessor,01-01-2015,Ahmd,710961
